user_id,age,gender,location,preferred_language,device_type,payment_method,auto_renew,plan_changes,subscription_start_date,subscription_end_date,months_using,total_revenue_inr,completion_rate,peak_hour_streaming,avg_genre_diversity,most_watched_genre
user_2490,47,Male,South Melissastad,English,Mobile,Wallet,True,0,2023-10-24,2025-08-14,22,23433.96,0.58,Evening,1,Horror
user_2491,30,Female,South Ryanfort,Marathi,Tablet,Net Banking,False,0,2022-07-28,2024-04-18,21,22368.78,0.81,Evening,4,Action
user_2492,49,Female,Arieltown,Hindi,Laptop,UPI,True,0,2024-03-12,2025-07-05,16,17042.88,0.95,Night,3,Romance
user_2493,24,Female,North Susan,Spanish,Laptop,Wallet,False,0,2022-10-13,2023-08-09,10,10651.8,0.69,Evening,1,Romance
user_2494,61,Female,Riversshire,Tamil,Tablet,Credit Card,True,0,2022-09-17,2025-02-03,29,30890.22,0.71,Night,2,Romance
user_2495,57,Female,Lake Robertside,Telugu,Mobile,Credit Card,True,0,2023-01-04,2025-06-22,30,31955.4,0.77,Evening,3,Thriller
user_2496,60,Female,Port Tiffanytown,Marathi,Desktop,Debit Card,True,0,2023-06-22,2025-08-10,26,27694.68,0.52,Night,2,Romance
user_2497,39,Male,Taylorhaven,English,Tablet,Net Banking,True,0,2024-03-23,2025-03-18,12,12782.16,0.9,Evening,3,Sci-Fi
user_2498,38,Male,Port Cassandra,Spanish,Mobile,UPI,True,0,2024-04-09,2027-02-23,35,37281.3,0.69,Evening,1,Comedy
user_2499,59,Male,New Marioport,Marathi,Mobile,Credit Card,False,1,2022-12-23,2023-11-18,11,10545.28,0.53,Afternoon,3,Horror
user_2500,38,Female,Lake Lori,Marathi,Laptop,Wallet,True,0,2024-01-05,2026-03-25,27,28759.86,0.72,Evening,4,Thriller
user_2501,37,Male,Mindychester,English,Smart TV,Net Banking,True,1,2022-06-14,2022-10-12,4,3834.65,0.71,Night,2,Horror
user_2502,39,Female,North Samuelville,Tamil,Desktop,Net Banking,True,0,2023-11-24,2024-10-19,11,11716.98,0.85,Afternoon,2,Thriller
user_2503,64,Male,South Chris,Marathi,Desktop,Wallet,False,0,2022-06-23,2025-03-09,33,35150.94,0.74,Evening,1,Documentary
user_2504,44,Female,Murphyburgh,Bengali,Smart TV,Credit Card,True,0,2023-06-16,2025-07-05,25,26629.5,0.8,Night,3,Documentary
user_2505,33,Male,Lake Susan,Spanish,Desktop,Wallet,True,2,2023-12-04,2024-11-28,12,11503.94,0.68,Evening,3,Horror
user_2506,49,Male,South Kimberly,Hindi,Laptop,Credit Card,True,0,2024-02-02,2025-06-26,17,18108.06,0.92,Evening,2,Drama
user_2507,61,Male,South Frank,Tamil,Mobile,UPI,True,0,2022-12-07,2025-06-24,31,33020.58,0.9,Evening,1,Comedy
user_2508,59,Male,New Kaitlin,Spanish,Tablet,Credit Card,True,0,2023-10-24,2024-09-18,11,11716.98,0.89,Night,4,Romance
user_2509,59,Female,Joneschester,English,Mobile,Credit Card,True,0,2023-07-20,2025-10-07,27,28759.86,0.52,Morning,2,Drama
user_2510,67,Female,Briannatown,Tamil,Smart TV,Credit Card,True,1,2023-05-19,2025-11-04,30,28759.86,0.67,Evening,2,Romance
user_2511,57,Male,New Javierbury,Tamil,Mobile,UPI,False,0,2022-09-01,2024-03-24,19,20238.42,0.47,Night,2,Drama
user_2512,33,Male,New Christie,Hindi,Mobile,Wallet,False,0,2022-07-31,2023-07-26,12,12782.16,0.64,Night,4,Romance
user_2513,19,Female,West Kelsey,Bengali,Laptop,Debit Card,True,1,2023-04-24,2024-09-15,17,16297.25,0.74,Evening,2,Documentary
user_2514,59,Female,Smithshire,Marathi,Mobile,Debit Card,True,0,2023-10-20,2025-10-09,24,25564.32,0.61,Evening,3,Romance
user_2515,54,Female,Johnsontown,Hindi,Tablet,Wallet,True,1,2023-12-30,2024-11-24,11,10545.28,0.72,Afternoon,1,Romance
user_2516,27,Female,Dianeborough,Telugu,Desktop,Wallet,True,0,2023-05-03,2024-10-24,18,19173.24,0.44,Night,4,Drama
user_2517,55,Female,East Isaacchester,Telugu,Smart TV,Credit Card,True,0,2023-11-28,2025-02-20,15,15977.7,0.53,Night,1,Comedy
user_2518,64,Male,Lake Williamshire,Tamil,Laptop,Net Banking,True,0,2023-08-14,2025-04-05,20,21303.6,0.92,Evening,1,Drama
user_2519,45,Female,Port Sharon,English,Smart TV,Net Banking,False,0,2023-10-31,2025-04-23,18,19173.24,0.56,Morning,1,Comedy
user_2520,38,Male,Jacobsmouth,English,Laptop,UPI,False,1,2022-12-02,2025-09-17,34,32594.51,0.59,Afternoon,1,Comedy
user_2521,20,Male,South Teresatown,Marathi,Smart TV,Credit Card,True,0,2023-02-07,2025-01-27,24,25564.32,0.43,Morning,2,Action
user_2522,48,Female,Josephport,Bengali,Tablet,UPI,True,1,2022-09-11,2025-06-27,34,32594.51,0.97,Evening,1,Thriller
user_2523,55,Female,Huangport,Telugu,Desktop,Net Banking,True,0,2023-12-03,2026-09-18,34,36216.12,0.64,Evening,2,Romance
user_2524,49,Female,Melissastad,Marathi,Laptop,UPI,True,0,2023-09-04,2026-04-21,32,34085.76,0.97,Morning,1,Horror
user_2525,47,Male,Barrettfurt,English,Mobile,UPI,True,0,2022-11-05,2024-02-28,16,17042.88,0.49,Night,1,Comedy
user_2526,23,Female,New Jenniferbury,Telugu,Mobile,Debit Card,True,0,2022-08-08,2022-09-07,1,1065.18,0.86,Afternoon,1,Thriller
user_2527,52,Other,West Krystal,Spanish,Smart TV,Debit Card,True,0,2023-03-29,2024-12-18,21,22368.78,0.91,Night,2,Romance
user_2528,42,Male,Portertown,Bengali,Desktop,Wallet,True,0,2023-03-29,2023-12-24,9,9586.62,0.67,Evening,1,Sci-Fi
user_2529,40,Male,Millerton,Marathi,Mobile,Debit Card,True,0,2022-05-20,2024-06-08,25,26629.5,0.57,Evening,1,Romance
user_2530,58,Other,Sheilahaven,Hindi,Mobile,UPI,True,0,2022-10-19,2025-06-05,32,34085.76,0.82,Evening,4,Drama
user_2531,61,Male,Donaldland,Telugu,Tablet,Net Banking,False,0,2023-08-02,2026-05-18,34,36216.12,0.66,Evening,2,Documentary
user_2532,38,Female,Port Tonyaville,English,Laptop,Wallet,True,1,2024-01-13,2025-01-07,12,11503.94,0.61,Evening,1,Drama
user_2533,60,Female,Adamburgh,Bengali,Smart TV,Wallet,True,0,2022-06-28,2023-06-23,12,12782.16,0.5,Night,1,Thriller
user_2534,46,Female,Sarahchester,Hindi,Smart TV,UPI,True,0,2024-02-07,2024-11-03,9,9586.62,0.7,Night,3,Comedy
user_2535,55,Female,Port Tonyaview,Telugu,Tablet,Net Banking,True,0,2024-05-06,2026-04-26,24,25564.32,0.79,Evening,3,Horror
user_2536,48,Male,Lake Clintontown,Marathi,Laptop,Wallet,True,0,2022-08-30,2024-01-22,17,18108.06,0.82,Night,4,Drama
user_2537,18,Male,Westville,Hindi,Mobile,Credit Card,True,0,2022-08-03,2025-06-18,35,37281.3,0.86,Evening,2,Sci-Fi
user_2538,25,Female,Michaelchester,Telugu,Tablet,Net Banking,True,0,2022-12-21,2023-03-21,3,3195.54,0.43,Evening,1,Romance
user_2539,39,Female,Garciaview,Marathi,Laptop,Wallet,True,0,2024-01-06,2024-12-31,12,12782.16,0.84,Evening,4,Thriller
user_2540,29,Male,Phyllismouth,Bengali,Smart TV,Credit Card,False,0,2023-01-21,2025-04-10,27,28759.86,0.89,Evening,3,Horror
user_2541,32,Male,Wernershire,Telugu,Smart TV,Net Banking,True,0,2023-04-11,2025-07-29,28,29825.04,0.51,Evening,4,Horror
user_2542,28,Male,North Donnamouth,Bengali,Smart TV,Net Banking,True,0,2023-03-26,2024-02-19,11,11716.98,0.54,Evening,3,Romance
user_2543,69,Male,New Diane,English,Laptop,Net Banking,True,0,2024-02-22,2025-10-14,20,21303.6,0.43,Morning,1,Thriller
user_2544,37,Other,Gardnerton,Spanish,Mobile,Credit Card,False,1,2023-12-09,2026-06-26,31,29718.52,0.43,Night,2,Thriller
user_2545,28,Female,South Cindy,Spanish,Smart TV,Credit Card,True,0,2023-03-09,2023-11-04,8,8521.44,0.9,Night,3,Drama
user_2546,22,Female,Lindaville,English,Mobile,Debit Card,True,0,2023-10-13,2024-07-09,9,9586.62,0.91,Evening,1,Horror
user_2547,21,Other,East Michael,Telugu,Mobile,Debit Card,True,0,2023-11-30,2024-01-29,2,2130.36,0.77,Evening,3,Sci-Fi
user_2548,38,Male,Vickiview,Spanish,Tablet,Debit Card,True,0,2024-04-20,2026-11-06,31,33020.58,0.58,Evening,3,Horror
user_2549,63,Male,Lake Miguel,Telugu,Tablet,Debit Card,True,0,2023-03-29,2023-07-27,4,4260.72,0.68,Afternoon,2,Comedy
user_2550,52,Female,Flemington,English,Tablet,Net Banking,True,0,2024-04-27,2025-10-19,18,19173.24,0.99,Evening,2,Sci-Fi
user_2551,36,Female,Jessicaview,Bengali,Laptop,Credit Card,True,0,2023-02-15,2023-12-12,10,10651.8,0.79,Night,3,Documentary
user_2552,44,Female,North Traceyburgh,Hindi,Desktop,Wallet,True,0,2024-03-20,2026-04-09,25,26629.5,0.5,Afternoon,3,Drama
user_2553,39,Female,Dakotaton,Spanish,Mobile,Wallet,True,1,2022-07-13,2022-09-11,2,1917.32,0.67,Evening,4,Drama
user_2554,57,Female,East Michelle,Marathi,Tablet,Net Banking,False,0,2023-07-01,2024-12-22,18,19173.24,0.85,Evening,3,Action
user_2555,55,Female,South Brett,Spanish,Tablet,Credit Card,True,0,2024-02-25,2025-04-20,14,14912.52,0.45,Evening,2,Sci-Fi
user_2556,28,Female,Port Sue,Bengali,Mobile,UPI,True,0,2023-04-26,2026-01-10,33,35150.94,0.99,Night,2,Drama
user_2557,67,Male,Port Katelyn,Marathi,Mobile,Debit Card,True,0,2023-05-19,2025-02-07,21,22368.78,0.4,Evening,4,Romance
user_2558,19,Female,North Ashleyhaven,Tamil,Desktop,UPI,False,0,2022-05-26,2023-02-20,9,9586.62,0.68,Evening,2,Drama
user_2559,61,Other,New Andrebury,Hindi,Laptop,UPI,True,0,2023-08-19,2025-02-09,18,19173.24,0.84,Evening,3,Thriller
user_2560,56,Male,New Sharon,Bengali,Smart TV,Credit Card,True,0,2022-09-06,2022-10-06,1,1065.18,0.63,Night,4,Drama
user_2561,44,Female,Samanthamouth,Hindi,Smart TV,Debit Card,True,0,2022-11-05,2022-12-05,1,1065.18,0.44,Evening,3,Horror
user_2562,44,Male,South Victor,Spanish,Tablet,Credit Card,True,0,2023-09-21,2024-08-16,11,11716.98,0.64,Night,1,Romance
user_2563,64,Male,Robertberg,Tamil,Tablet,Net Banking,True,0,2023-03-07,2025-06-24,28,29825.04,0.65,Night,4,Thriller
user_2564,37,Female,Port Linda,English,Mobile,Debit Card,True,2,2023-12-21,2024-12-15,12,11503.94,0.78,Evening,4,Drama
user_2565,28,Female,Campbellshire,Telugu,Mobile,UPI,False,0,2022-11-02,2025-09-17,35,37281.3,0.92,Morning,4,Thriller
user_2566,57,Female,Kristenport,Tamil,Desktop,Wallet,True,0,2024-01-10,2024-09-06,8,8521.44,0.66,Afternoon,3,Comedy
user_2567,43,Male,South Steven,Tamil,Desktop,Credit Card,True,0,2022-11-06,2022-12-06,1,1065.18,0.78,Evening,2,Action
user_2568,69,Male,North Johnland,Marathi,Mobile,Net Banking,True,0,2022-08-01,2023-01-28,6,6391.08,0.98,Evening,3,Action
user_2569,39,Male,Smithland,Telugu,Smart TV,Debit Card,True,0,2023-07-13,2025-03-04,20,21303.6,0.95,Afternoon,3,Comedy
user_2570,49,Female,Crystalmouth,Tamil,Laptop,Debit Card,True,1,2023-06-29,2024-06-23,12,11503.94,0.94,Evening,4,Action
user_2571,69,Male,Devinbury,English,Laptop,Wallet,True,0,2022-10-26,2023-10-21,12,12782.16,0.8,Evening,1,Romance
user_2572,57,Female,Tranland,Tamil,Laptop,Wallet,False,0,2024-03-18,2026-07-06,28,29825.04,0.82,Evening,3,Romance
user_2573,28,Male,Lukeland,English,Tablet,Debit Card,True,0,2024-04-20,2026-06-09,26,27694.68,0.73,Night,4,Romance
user_2574,57,Female,Joshuamouth,Bengali,Tablet,Credit Card,True,0,2024-02-28,2025-09-20,19,20238.42,0.79,Afternoon,4,Action
user_2575,44,Female,Stewartberg,Hindi,Laptop,Net Banking,True,0,2022-06-29,2023-05-25,11,11716.98,0.57,Afternoon,1,Romance
user_2576,30,Female,Robertland,Telugu,Smart TV,Credit Card,True,1,2022-09-11,2023-07-08,10,9586.62,0.72,Night,2,Comedy
user_2577,59,Female,Michaelport,Bengali,Tablet,UPI,True,0,2023-02-27,2024-02-22,12,12782.16,0.5,Night,2,Sci-Fi
user_2578,60,Female,West Christina,Telugu,Smart TV,Debit Card,True,0,2024-04-17,2024-10-14,6,6391.08,0.92,Afternoon,3,Thriller
user_2579,44,Female,Dianabury,Bengali,Smart TV,Debit Card,True,0,2024-05-10,2025-05-05,12,12782.16,0.73,Evening,4,Sci-Fi
user_2580,60,Female,Millerfurt,English,Desktop,Wallet,True,0,2023-06-14,2024-01-10,7,7456.26,0.47,Afternoon,1,Drama
user_2581,43,Male,Lake Tracitown,Marathi,Desktop,Credit Card,True,1,2024-01-08,2025-01-02,12,11503.94,0.63,Night,2,Drama
user_2582,56,Female,Stephenland,Telugu,Laptop,Debit Card,True,1,2022-12-25,2023-06-23,6,5751.97,0.54,Morning,3,Thriller
user_2583,54,Male,New Melissastad,Spanish,Smart TV,Wallet,True,0,2022-08-13,2023-04-10,8,8521.44,0.99,Night,2,Romance
user_2584,33,Male,North Eugene,Tamil,Smart TV,Debit Card,False,0,2022-10-11,2023-04-09,6,6391.08,0.59,Evening,3,Romance
user_2585,52,Male,Gwendolynburgh,Telugu,Mobile,Net Banking,True,0,2023-12-14,2024-01-13,1,1065.18,0.63,Evening,1,Comedy
user_2586,25,Female,Josephhaven,Tamil,Mobile,UPI,True,1,2024-03-25,2025-05-19,14,13421.27,0.4,Morning,4,Action
user_2587,40,Female,North Savannah,Hindi,Tablet,Net Banking,False,0,2023-11-09,2025-07-31,21,22368.78,0.52,Morning,2,Thriller
user_2588,53,Male,East Brittany,Spanish,Mobile,UPI,True,0,2022-06-28,2022-10-26,4,4260.72,0.53,Afternoon,4,Comedy
user_2589,59,Female,Kimberlystad,Bengali,Mobile,Credit Card,True,0,2023-11-22,2025-10-12,23,24499.14,0.51,Evening,4,Thriller
user_2590,41,Male,Port Kimberly,Marathi,Desktop,Wallet,True,1,2024-01-04,2025-10-25,22,21090.56,0.64,Evening,1,Thriller
user_2591,37,Female,Port Misty,Marathi,Mobile,UPI,True,2,2023-03-27,2023-09-23,6,5751.97,0.79,Evening,2,Action
user_2592,27,Female,New Chloe,English,Mobile,Debit Card,False,0,2023-11-07,2026-04-25,30,31955.4,0.51,Afternoon,3,Romance
user_2593,24,Male,New Matthew,Spanish,Mobile,UPI,True,0,2022-07-16,2023-06-11,11,11716.98,0.65,Night,1,Drama
user_2594,60,Male,North Christopherport,Telugu,Smart TV,Debit Card,True,0,2022-08-02,2024-12-19,29,30890.22,0.44,Night,2,Thriller
user_2595,69,Female,Christinemouth,Marathi,Smart TV,Debit Card,True,0,2023-01-09,2023-10-06,9,9586.62,0.42,Evening,3,Drama
user_2596,21,Female,Port Nicholas,Telugu,Laptop,Net Banking,True,0,2022-07-28,2023-09-21,14,14912.52,0.65,Evening,1,Documentary
user_2597,39,Male,Mariahfort,Telugu,Tablet,UPI,True,2,2023-12-26,2024-02-24,2,1917.32,0.84,Night,4,Drama
user_2598,26,Female,Lunaport,Bengali,Tablet,Debit Card,True,1,2023-11-03,2025-01-26,15,14379.93,0.47,Evening,3,Documentary
user_2599,36,Other,Jensenland,Hindi,Desktop,UPI,True,0,2022-10-19,2024-08-09,22,23433.96,0.87,Evening,4,Horror
user_2600,22,Male,New Emilyport,Spanish,Laptop,UPI,True,0,2024-05-06,2026-10-23,30,31955.4,0.93,Evening,2,Thriller
user_2601,52,Male,Lake Wendymouth,Marathi,Mobile,UPI,True,0,2023-12-16,2024-10-11,10,10651.8,0.63,Morning,2,Sci-Fi
user_2602,47,Male,Bradleymouth,Marathi,Mobile,Wallet,True,0,2023-08-04,2024-06-29,11,11716.98,0.41,Evening,4,Thriller
user_2603,41,Male,New Juan,Hindi,Tablet,Wallet,True,0,2024-04-29,2026-02-18,22,23433.96,0.77,Evening,1,Drama
user_2604,61,Female,North Amber,Spanish,Smart TV,Credit Card,True,0,2023-01-29,2023-12-25,11,11716.98,0.99,Night,1,Sci-Fi
user_2605,31,Female,Derekport,Marathi,Mobile,Credit Card,True,0,2023-11-10,2024-02-08,3,3195.54,0.87,Night,4,Drama
user_2606,64,Male,Jessicaton,Telugu,Desktop,Net Banking,True,0,2022-07-10,2023-03-07,8,8521.44,0.55,Night,1,Action
user_2607,23,Male,Jessicatown,Spanish,Desktop,Wallet,True,0,2022-09-26,2023-09-21,12,12782.16,0.43,Evening,2,Drama
user_2608,62,Female,North Emilyview,Bengali,Mobile,Credit Card,False,0,2022-10-26,2025-01-13,27,28759.86,0.89,Evening,3,Horror
user_2609,42,Other,Port Katiehaven,Marathi,Smart TV,Credit Card,True,0,2023-07-03,2023-09-01,2,2130.36,0.84,Morning,3,Action
user_2610,39,Male,Shannonbury,Marathi,Laptop,Debit Card,True,0,2022-07-17,2023-11-09,16,17042.88,0.62,Evening,2,Romance
user_2611,51,Female,South Alexander,Hindi,Desktop,Credit Card,True,0,2023-02-13,2024-10-05,20,21303.6,0.75,Evening,1,Drama
user_2612,36,Female,Andersonmouth,Telugu,Mobile,Wallet,True,0,2023-04-28,2025-06-16,26,27694.68,0.5,Morning,4,Drama
user_2613,58,Male,Bryanfurt,English,Laptop,Credit Card,True,0,2023-04-06,2024-12-26,21,22368.78,0.96,Evening,1,Sci-Fi
user_2614,51,Female,Elizabethborough,Marathi,Smart TV,Wallet,False,0,2023-11-28,2024-09-23,10,10651.8,0.72,Evening,3,Thriller
user_2615,45,Male,Hernandezhaven,Bengali,Desktop,Credit Card,True,0,2022-12-11,2023-08-08,8,8521.44,0.6,Night,2,Drama
user_2616,50,Female,North Rachaelstad,Marathi,Smart TV,Debit Card,True,1,2022-08-07,2025-03-24,32,30677.18,0.81,Evening,1,Drama
user_2617,58,Female,Jamesbury,Spanish,Smart TV,Debit Card,True,1,2023-03-20,2025-11-04,32,30677.18,0.72,Evening,3,Comedy
user_2618,35,Male,South Joseph,Tamil,Smart TV,Wallet,False,0,2023-08-31,2025-02-21,18,19173.24,0.79,Evening,3,Action
user_2619,42,Female,Deborahport,Tamil,Mobile,Debit Card,True,0,2024-02-08,2024-09-05,7,7456.26,0.93,Night,4,Horror
user_2620,50,Male,West Brianaburgh,Marathi,Mobile,UPI,True,0,2023-05-20,2024-01-15,8,8521.44,0.76,Evening,3,Comedy
user_2621,38,Male,New Racheltown,Bengali,Smart TV,Wallet,True,0,2024-03-11,2025-11-01,20,21303.6,0.95,Afternoon,2,Drama
user_2622,37,Male,Jonesmouth,Telugu,Smart TV,UPI,True,0,2024-02-03,2024-06-02,4,4260.72,0.49,Evening,2,Thriller
user_2623,52,Female,Lake Nicholasborough,Marathi,Mobile,Debit Card,False,0,2023-06-10,2023-08-09,2,2130.36,0.74,Evening,1,Action
user_2624,43,Male,Brownland,Marathi,Desktop,Debit Card,False,0,2024-01-11,2026-03-01,26,27694.68,0.62,Evening,2,Action
user_2625,45,Male,Ashleyberg,Spanish,Smart TV,Debit Card,True,0,2022-09-09,2024-11-27,27,28759.86,0.42,Morning,2,Romance
user_2626,68,Female,Kristinachester,Marathi,Mobile,Net Banking,True,1,2022-08-01,2023-04-28,9,8627.96,0.94,Evening,2,Drama
user_2627,63,Female,East Caroltown,Hindi,Mobile,UPI,True,0,2023-07-20,2024-04-15,9,9586.62,0.69,Evening,1,Comedy
user_2628,56,Male,Craigburgh,Bengali,Laptop,Net Banking,True,0,2023-05-23,2025-11-08,30,31955.4,0.54,Evening,4,Romance
user_2629,52,Female,Nicholasview,Spanish,Tablet,Credit Card,True,0,2022-08-18,2024-12-05,28,29825.04,0.87,Evening,2,Action
user_2630,43,Male,North Michele,Spanish,Mobile,UPI,True,0,2022-10-01,2025-05-18,32,34085.76,0.77,Evening,2,Comedy
user_2631,51,Other,New Anthony,Hindi,Smart TV,Net Banking,True,0,2023-02-06,2024-12-27,23,24499.14,0.89,Evening,3,Drama
user_2632,43,Female,Gayburgh,Spanish,Tablet,UPI,False,0,2024-02-15,2026-03-06,25,26629.5,0.98,Evening,4,Drama
user_2633,60,Male,South Marissa,Marathi,Desktop,Wallet,True,0,2023-09-07,2024-05-04,8,8521.44,0.69,Evening,1,Action
user_2634,43,Male,Jesseton,Bengali,Laptop,Credit Card,True,0,2022-12-03,2024-08-24,21,22368.78,0.68,Night,3,Romance
user_2635,35,Female,Brayside,Bengali,Smart TV,Credit Card,True,0,2023-01-23,2025-04-12,27,28759.86,0.98,Evening,2,Comedy
user_2636,60,Female,New Christinefort,English,Mobile,Credit Card,True,0,2023-12-22,2026-02-09,26,27694.68,0.98,Evening,1,Thriller
user_2637,69,Male,Randystad,Hindi,Laptop,Wallet,True,0,2022-07-30,2022-10-28,3,3195.54,0.55,Night,4,Comedy
user_2638,47,Other,Port Sergioport,Hindi,Mobile,UPI,True,0,2023-05-06,2024-10-27,18,19173.24,0.49,Evening,3,Drama
user_2639,29,Female,Andersonhaven,Telugu,Tablet,Wallet,True,0,2022-07-30,2024-02-20,19,20238.42,0.49,Night,2,Horror
user_2640,38,Female,Port Timothyburgh,Spanish,Desktop,Wallet,True,0,2022-07-25,2022-08-24,1,1065.18,0.58,Afternoon,1,Drama
user_2641,38,Male,West Adam,Hindi,Tablet,Wallet,True,0,2023-04-05,2026-01-19,34,36216.12,0.85,Evening,1,Drama
user_2642,20,Female,New Davidhaven,Tamil,Laptop,UPI,True,0,2022-10-13,2024-12-01,26,27694.68,0.97,Night,4,Action
user_2643,41,Female,Carrollberg,Telugu,Mobile,Wallet,True,1,2023-07-04,2023-09-02,2,1917.32,0.6,Evening,2,Drama
user_2644,40,Female,New Vickiport,Hindi,Smart TV,Net Banking,True,0,2023-04-15,2026-02-28,35,37281.3,0.82,Evening,4,Horror
user_2645,32,Male,Stuartberg,English,Tablet,Credit Card,True,1,2024-04-13,2024-07-12,3,2875.99,0.72,Night,3,Romance
user_2646,18,Female,Ericstad,Spanish,Smart TV,Net Banking,True,1,2023-07-04,2025-01-24,19,18214.58,0.41,Afternoon,3,Horror
user_2647,26,Male,West Jesusmouth,Spanish,Laptop,Wallet,True,0,2023-05-02,2026-02-15,34,36216.12,0.48,Night,2,Comedy
user_2648,65,Female,Christineview,Spanish,Tablet,UPI,True,0,2023-08-16,2024-10-09,14,14912.52,0.46,Evening,1,Action
user_2649,32,Male,West Erin,Spanish,Mobile,Net Banking,True,0,2023-11-06,2024-08-02,9,9586.62,1.0,Evening,2,Drama
user_2650,60,Female,New Andrew,Hindi,Smart TV,Debit Card,True,0,2022-05-28,2025-04-12,35,37281.3,0.94,Evening,3,Drama
user_2651,64,Female,Lake James,Hindi,Mobile,Wallet,True,0,2023-09-04,2025-08-24,24,25564.32,0.53,Evening,2,Horror
user_2652,19,Female,Colemouth,Telugu,Desktop,Debit Card,False,0,2023-10-27,2025-12-15,26,27694.68,0.95,Night,3,Drama
user_2653,21,Male,Marksview,Tamil,Tablet,UPI,True,0,2022-05-30,2023-07-24,14,14912.52,0.47,Evening,4,Drama
user_2654,60,Female,Lake Katherineview,Telugu,Smart TV,Credit Card,True,0,2022-11-19,2023-10-15,11,11716.98,0.46,Afternoon,1,Documentary
user_2655,19,Female,East Andreabury,Telugu,Smart TV,Wallet,True,0,2023-01-27,2023-02-26,1,1065.18,0.6,Evening,2,Action
user_2656,24,Male,New Michael,Telugu,Tablet,UPI,True,0,2023-06-06,2024-12-27,19,20238.42,0.52,Evening,3,Drama
user_2657,31,Female,Lake Michaelport,Spanish,Smart TV,Debit Card,True,0,2022-06-05,2023-05-31,12,12782.16,0.51,Evening,2,Horror
user_2658,29,Male,Williamsview,Spanish,Laptop,Credit Card,True,0,2024-04-23,2025-09-15,17,18108.06,0.7,Evening,2,Drama
user_2659,30,Female,Ryantown,Hindi,Laptop,Credit Card,True,0,2023-11-12,2026-04-30,30,31955.4,0.88,Morning,1,Thriller
user_2660,48,Female,North Amandashire,Tamil,Mobile,Debit Card,True,0,2024-05-04,2025-11-25,19,20238.42,0.72,Evening,1,Drama
user_2661,50,Female,Lake Jessica,Telugu,Laptop,Wallet,True,0,2023-12-04,2025-03-28,16,17042.88,0.97,Night,2,Action
user_2662,42,Male,Port Dale,Telugu,Tablet,Credit Card,True,1,2022-09-09,2023-08-05,11,10545.28,0.88,Night,4,Documentary
user_2663,32,Male,Lake Richardton,Hindi,Laptop,Debit Card,True,0,2022-10-21,2025-02-07,28,29825.04,0.89,Afternoon,4,Action
user_2664,59,Female,Lake Johnfurt,English,Mobile,Net Banking,True,1,2022-08-07,2024-11-24,28,26842.54,0.43,Afternoon,2,Romance
user_2665,59,Other,East Marvinfurt,English,Laptop,Wallet,True,1,2024-04-24,2025-05-19,13,12462.61,0.86,Evening,2,Documentary
user_2666,31,Male,West Randallberg,Bengali,Mobile,Net Banking,True,0,2023-05-19,2024-08-11,15,15977.7,0.85,Evening,3,Action
user_2667,42,Male,Rowlandberg,Tamil,Smart TV,Wallet,False,0,2024-04-18,2027-03-04,35,37281.3,0.91,Evening,3,Thriller
user_2668,50,Female,Kennethton,Telugu,Mobile,Wallet,True,0,2023-11-21,2024-05-19,6,6391.08,0.91,Evening,1,Comedy
user_2669,66,Male,West Annefort,Spanish,Laptop,Net Banking,True,1,2023-08-05,2026-04-21,33,31635.85,0.8,Night,3,Drama
user_2670,68,Male,East Jennifer,Marathi,Mobile,Net Banking,True,0,2024-03-31,2026-08-18,29,30890.22,0.68,Afternoon,3,Romance
user_2671,39,Male,South Leslie,Bengali,Tablet,Credit Card,True,0,2023-10-12,2025-12-30,27,28759.86,0.56,Afternoon,3,Drama
user_2672,27,Male,South Kennethfort,Telugu,Tablet,Credit Card,True,0,2023-04-14,2023-12-10,8,8521.44,0.49,Evening,2,Thriller
user_2673,37,Female,Port Ruthmouth,Tamil,Mobile,Net Banking,True,0,2024-05-03,2027-01-18,33,35150.94,0.69,Evening,2,Comedy
user_2674,65,Female,Vaughnview,Marathi,Laptop,Wallet,True,0,2022-07-28,2023-02-23,7,7456.26,0.78,Night,3,Action
user_2675,60,Other,West Travisfort,Spanish,Laptop,Credit Card,False,0,2023-09-30,2024-11-23,14,14912.52,0.89,Evening,1,Comedy
user_2676,35,Female,Munozmouth,Telugu,Mobile,Net Banking,True,0,2022-08-29,2022-12-27,4,4260.72,0.69,Afternoon,3,Thriller
user_2677,69,Male,Port Christopher,Telugu,Mobile,UPI,False,0,2023-12-02,2025-03-26,16,17042.88,0.66,Evening,1,Romance
user_2678,64,Male,East Robynburgh,Bengali,Laptop,Net Banking,True,1,2024-01-20,2024-06-18,5,4793.31,0.7,Evening,1,Comedy
user_2679,61,Female,East Alyssa,Bengali,Tablet,Debit Card,True,0,2023-12-10,2024-03-09,3,3195.54,0.55,Night,4,Horror
user_2680,39,Female,Sandersbury,Bengali,Desktop,Wallet,True,0,2022-07-11,2024-01-02,18,19173.24,0.74,Evening,3,Action
user_2681,38,Female,New Molly,Hindi,Tablet,Credit Card,True,0,2023-09-20,2024-12-13,15,15977.7,0.45,Night,2,Drama
user_2682,61,Female,New Patriciaborough,Marathi,Smart TV,Credit Card,False,0,2024-02-01,2026-10-18,33,35150.94,0.63,Night,2,Romance
user_2683,38,Female,Mooreburgh,Spanish,Desktop,Wallet,True,0,2023-04-05,2023-12-31,9,9586.62,0.82,Night,4,Action
